engine_id,true_rul,is_anomaly,membership_healthy,membership_anomaly,membership_strength,uncertainty,priority,hard_label
2,167,0,0.6921157,0.30788428,0.6921157,0.30788428,MONITOR,1
2,166,0,0.69068074,0.30931926,0.69068074,0.30931926,MONITOR,1
2,165,0,0.690031,0.30996904,0.690031,0.309969,MONITOR,1
2,164,0,0.69594353,0.30405653,0.69594353,0.30405647,MONITOR,1
2,163,0,0.697951,0.30204898,0.697951,0.30204898,MONITOR,1
2,162,0,0.69658375,0.30341622,0.69658375,0.30341625,MONITOR,1
2,161,0,0.69818443,0.30181557,0.69818443,0.30181557,MONITOR,1
2,160,0,0.7036553,0.29634467,0.7036553,0.2963447,NORMAL,1
2,159,0,0.70711863,0.29288137,0.70711863,0.29288137,NORMAL,1
2,158,0,0.70322436,0.29677567,0.70322436,0.29677564,NORMAL,1
2,157,0,0.70183796,0.29816207,0.70183796,0.29816204,NORMAL,1
2,156,0,0.7061228,0.29387718,0.7061228,0.29387718,NORMAL,1
2,155,0,0.7038227,0.2961773,0.7038227,0.29617733,NORMAL,1
2,154,0,0.70329833,0.2967017,0.70329833,0.29670167,NORMAL,1
2,153,0,0.7074434,0.29255658,0.7074434,0.29255658,NORMAL,1
2,152,0,0.7105081,0.2894919,0.7105081,0.2894919,NORMAL,1
2,151,0,0.71209776,0.28790224,0.71209776,0.28790224,NORMAL,1
2,150,0,0.70700955,0.2929904,0.70700955,0.29299045,NORMAL,1
2,149,0,0.7095131,0.29048687,0.7095131,0.29048687,NORMAL,1
2,148,0,0.7098197,0.29018033,0.7098197,0.29018033,NORMAL,1
2,147,0,0.7111677,0.2888323,0.7111677,0.2888323,NORMAL,1
2,146,0,0.71388835,0.28611168,0.71388835,0.28611165,NORMAL,1
2,145,0,0.71524394,0.28475603,0.71524394,0.28475606,NORMAL,1
2,144,0,0.7135519,0.28644815,0.7135519,0.28644812,NORMAL,1
2,143,0,0.7208608,0.27913925,0.7208608,0.27913922,NORMAL,1
2,142,0,0.7199851,0.2800149,0.7199851,0.28001487,NORMAL,1
2,141,0,0.7219026,0.27809742,0.7219026,0.2780974,NORMAL,1
2,140,0,0.72726405,0.27273595,0.72726405,0.27273595,NORMAL,1
2,139,0,0.7322205,0.2677796,0.7322205,0.26777953,NORMAL,1
2,138,0,0.7273797,0.27262023,0.7273797,0.27262032,NORMAL,1
2,137,0,0.7323186,0.26768136,0.7323186,0.26768142,NORMAL,1
2,136,0,0.7289372,0.2710628,0.7289372,0.2710628,NORMAL,1
2,135,0,0.7320124,0.26798755,0.7320124,0.2679876,NORMAL,1
2,134,0,0.7329845,0.26701558,0.7329845,0.26701552,NORMAL,1
2,133,0,0.7398153,0.26018474,0.7398153,0.2601847,NORMAL,1
2,132,0,0.7428309,0.2571691,0.7428309,0.25716913,NORMAL,1
2,131,0,0.74005866,0.25994134,0.74005866,0.25994134,NORMAL,1
2,130,0,0.7344364,0.26556358,0.7344364,0.2655636,NORMAL,1
2,129,0,0.73786783,0.26213217,0.73786783,0.26213217,NORMAL,1
2,128,0,0.74008536,0.2599146,0.74008536,0.25991464,NORMAL,1
2,127,0,0.7376815,0.26231846,0.7376815,0.2623185,NORMAL,1
2,126,0,0.74449354,0.25550643,0.74449354,0.25550646,NORMAL,1
2,125,0,0.74487644,0.2551236,0.74487644,0.25512356,NORMAL,1
2,124,1,0.73936176,0.2606383,0.73936176,0.26063824,NORMAL,1
2,123,1,0.73931676,0.26068324,0.73931676,0.26068324,NORMAL,1
2,122,1,0.73595923,0.26404074,0.73595923,0.26404077,NORMAL,1
2,121,1,0.7394547,0.26054534,0.7394547,0.2605453,NORMAL,1
2,120,1,0.7478642,0.2521358,0.7478642,0.2521358,NORMAL,1
2,119,1,0.75186783,0.24813218,0.75186783,0.24813217,NORMAL,1
2,118,1,0.7395293,0.26047075,0.7395293,0.2604707,NORMAL,1
2,117,1,0.7381702,0.26182985,0.7381702,0.2618298,NORMAL,1
2,116,1,0.73130774,0.26869223,0.73130774,0.26869226,NORMAL,1
2,115,1,0.7121075,0.28789243,0.7121075,0.28789252,NORMAL,1
2,114,1,0.7165577,0.28344238,0.7165577,0.28344232,NORMAL,1
2,113,1,0.7069686,0.29303145,0.7069686,0.2930314,NORMAL,1
2,112,1,0.7087095,0.29129055,0.7087095,0.29129052,NORMAL,1
2,111,1,0.7025396,0.29746038,0.7025396,0.29746038,NORMAL,1
2,110,1,0.7115888,0.28841117,0.7115888,0.2884112,NORMAL,1
2,109,1,0.7045499,0.29545015,0.7045499,0.2954501,NORMAL,1
2,108,1,0.6886033,0.3113967,0.6886033,0.31139672,MONITOR,1
2,107,1,0.6889369,0.31106314,0.6889369,0.3110631,MONITOR,1
2,106,1,0.67590314,0.32409686,0.67590314,0.32409686,MONITOR,1
2,105,1,0.6907775,0.30922252,0.6907775,0.30922252,MONITOR,1
2,104,1,0.6862832,0.31371686,0.6862832,0.31371683,MONITOR,1
2,103,1,0.68738997,0.3126101,0.68738997,0.31261003,MONITOR,1
2,102,1,0.68020916,0.3197908,0.68020916,0.31979084,MONITOR,1
2,101,1,0.68134564,0.31865436,0.68134564,0.31865436,MONITOR,1
2,100,1,0.6628065,0.3371935,0.6628065,0.3371935,MONITOR,1
2,99,1,0.63384545,0.36615455,0.63384545,0.36615455,MONITOR,1
2,98,1,0.6311097,0.36889032,0.6311097,0.3688903,MONITOR,1
2,97,1,0.6211198,0.37888014,0.6211198,0.3788802,MONITOR,1
2,96,1,0.6175678,0.38243216,0.6175678,0.38243222,MONITOR,1
2,95,1,0.6033178,0.3966822,0.6033178,0.3966822,MONITOR,1
2,94,1,0.5888685,0.41113153,0.5888685,0.4111315,MONITOR,1
2,93,1,0.58238506,0.4176149,0.58238506,0.41761494,MONITOR,1
2,92,1,0.55824584,0.4417542,0.55824584,0.44175416,MONITOR,1
2,91,1,0.5527113,0.44728866,0.5527113,0.4472887,MONITOR,1
2,90,1,0.54314905,0.45685098,0.54314905,0.45685095,MONITOR,1
2,89,1,0.53781503,0.46218497,0.53781503,0.46218497,MONITOR,1
2,88,1,0.5315886,0.4684114,0.5315886,0.4684114,MONITOR,1
2,87,1,0.5165403,0.48345974,0.5165403,0.4834597,MONITOR,1
2,86,1,0.5130183,0.48698175,0.5130183,0.4869817,MONITOR,1
2,85,1,0.5159438,0.48405612,0.5159438,0.48405617,MONITOR,1
2,84,1,0.4987256,0.50127447,0.50127447,0.49872553,WARNING,0
2,83,1,0.4654989,0.53450114,0.53450114,0.46549886,WARNING,0
2,82,1,0.45964593,0.5403541,0.5403541,0.45964593,WARNING,0
2,81,1,0.45647553,0.54352444,0.54352444,0.45647556,WARNING,0
2,80,1,0.46426234,0.5357377,0.5357377,0.4642623,WARNING,0
2,79,1,0.46589217,0.53410786,0.53410786,0.46589214,WARNING,0
2,78,1,0.4469129,0.55308706,0.55308706,0.44691294,WARNING,0
2,77,1,0.44418016,0.5558198,0.5558198,0.4441802,WARNING,0
2,76,1,0.44851595,0.55148405,0.55148405,0.44851595,WARNING,0
2,75,1,0.4321743,0.56782573,0.56782573,0.43217427,WARNING,0
2,74,1,0.43265924,0.56734073,0.56734073,0.43265927,WARNING,0
2,73,1,0.43139622,0.5686038,0.5686038,0.4313962,WARNING,0
2,72,1,0.44018254,0.55981743,0.55981743,0.44018257,WARNING,0
2,71,1,0.4069347,0.59306526,0.59306526,0.40693474,WARNING,0
2,70,1,0.41333815,0.5866619,0.5866619,0.41333812,WARNING,0
2,69,1,0.39132196,0.6086781,0.6086781,0.3913219,WARNING,0
2,68,1,0.36519697,0.634803,0.634803,0.365197,WARNING,0
2,67,1,0.35043925,0.64956075,0.64956075,0.35043925,WARNING,0
2,66,1,0.3429056,0.65709436,0.65709436,0.34290564,WARNING,0
2,65,1,0.34903857,0.6509615,0.6509615,0.34903848,WARNING,0
2,64,1,0.33898383,0.6610162,0.6610162,0.33898377,WARNING,0
2,63,1,0.32867834,0.67132163,0.67132163,0.32867837,WARNING,0
2,62,1,0.3057743,0.69422567,0.69422567,0.30577433,WARNING,0
2,61,1,0.29908496,0.700915,0.700915,0.29908502,WARNING,0
2,60,1,0.29754627,0.70245373,0.70245373,0.29754627,WARNING,0
2,59,1,0.30199707,0.69800293,0.69800293,0.30199707,WARNING,0
2,58,1,0.29717538,0.7028246,0.7028246,0.2971754,WARNING,0
2,57,1,0.29264876,0.7073512,0.7073512,0.2926488,WARNING,0
2,56,1,0.28600472,0.7139953,0.7139953,0.28600472,WARNING,0
2,55,1,0.2770192,0.72298074,0.72298074,0.27701926,WARNING,0
2,54,1,0.28162235,0.71837765,0.71837765,0.28162235,WARNING,0
2,53,1,0.26523408,0.73476595,0.73476595,0.26523405,WARNING,0
2,52,1,0.26590285,0.7340971,0.7340971,0.26590288,WARNING,0
2,51,1,0.26399603,0.736004,0.736004,0.263996,WARNING,0
2,50,1,0.2583651,0.7416349,0.7416349,0.2583651,WARNING,0
2,49,1,0.26440522,0.73559475,0.73559475,0.26440525,WARNING,0
2,48,1,0.25781822,0.7421818,0.7421818,0.25781822,WARNING,0
2,47,1,0.26165986,0.73834014,0.73834014,0.26165986,WARNING,0
2,46,1,0.25726768,0.7427323,0.7427323,0.2572677,WARNING,0
2,45,1,0.26181087,0.73818916,0.73818916,0.26181084,WARNING,0
2,44,1,0.2608146,0.7391854,0.7391854,0.2608146,WARNING,0
2,43,1,0.26092675,0.7390732,0.7390732,0.26092678,WARNING,0
2,42,1,0.265086,0.734914,0.734914,0.265086,WARNING,0
2,41,1,0.26837245,0.7316276,0.7316276,0.26837242,WARNING,0
2,40,1,0.27038118,0.7296187,0.7296187,0.27038127,WARNING,0
2,39,1,0.2717557,0.72824425,0.72824425,0.27175575,WARNING,0
2,38,1,0.2769934,0.7230066,0.7230066,0.2769934,WARNING,0
2,37,1,0.27951396,0.7204861,0.7204861,0.2795139,WARNING,0
2,36,1,0.2789652,0.72103477,0.72103477,0.27896523,WARNING,0
2,35,1,0.28197533,0.7180247,0.7180247,0.28197533,WARNING,0
2,34,1,0.28392375,0.7160763,0.7160763,0.2839237,WARNING,0
2,33,1,0.2829482,0.71705174,0.71705174,0.28294826,WARNING,0
2,32,1,0.28449732,0.7155027,0.7155027,0.28449732,WARNING,0
2,31,1,0.28450757,0.7154924,0.7154924,0.28450757,WARNING,0
2,30,1,0.2853381,0.7146619,0.7146619,0.2853381,WARNING,0
2,29,1,0.28924355,0.7107565,0.7107565,0.28924352,WARNING,0
2,28,1,0.2897492,0.7102508,0.7102508,0.2897492,WARNING,0
2,27,1,0.29487997,0.70512,0.70512,0.29487997,WARNING,0
2,26,1,0.2952023,0.70479774,0.70479774,0.29520226,WARNING,0
2,25,1,0.29751664,0.70248336,0.70248336,0.29751664,WARNING,0
2,24,1,0.2966569,0.7033431,0.7033431,0.2966569,WARNING,0
2,23,1,0.2956798,0.7043202,0.7043202,0.2956798,WARNING,0
2,22,1,0.29978716,0.7002128,0.7002128,0.29978722,WARNING,0
2,21,1,0.2971693,0.70283073,0.70283073,0.29716927,WARNING,0
2,20,1,0.29797187,0.7020281,0.7020281,0.2979719,WARNING,0
2,19,1,0.29716912,0.70283085,0.70283085,0.29716915,WARNING,0
2,18,1,0.29877567,0.7012243,0.7012243,0.29877567,WARNING,0
2,17,1,0.3033767,0.6966233,0.6966233,0.30337667,WARNING,0
2,16,1,0.30577785,0.69422215,0.69422215,0.30577785,WARNING,0
2,15,1,0.30984554,0.69015443,0.69015443,0.30984557,WARNING,0
2,14,1,0.308296,0.691704,0.691704,0.30829602,WARNING,0
2,13,1,0.30976397,0.6902361,0.6902361,0.3097639,WARNING,0
2,12,1,0.31032336,0.68967664,0.68967664,0.31032336,WARNING,0
2,11,1,0.30923057,0.69076943,0.69076943,0.30923057,WARNING,0
2,10,1,0.3112247,0.68877536,0.68877536,0.31122464,WARNING,0
2,9,1,0.31264803,0.68735194,0.68735194,0.31264806,WARNING,0
2,8,1,0.314203,0.685797,0.685797,0.31420302,WARNING,0
2,7,1,0.3136197,0.6863803,0.6863803,0.31361967,WARNING,0
2,6,1,0.31313723,0.68686277,0.68686277,0.31313723,WARNING,0
2,5,1,0.3170186,0.68298143,0.68298143,0.31701857,WARNING,0
2,4,1,0.3168682,0.6831319,0.6831319,0.31686813,WARNING,0
2,3,1,0.31722873,0.68277127,0.68277127,0.31722873,WARNING,0
2,2,1,0.31832734,0.68167263,0.68167263,0.31832737,WARNING,0
2,1,1,0.3178626,0.68213737,0.68213737,0.31786263,WARNING,0
2,0,1,0.31991568,0.68008435,0.68008435,0.31991565,WARNING,0
3,128,0,0.7063853,0.2936147,0.7063853,0.2936147,NORMAL,1
3,127,0,0.7077863,0.29221365,0.7077863,0.29221368,NORMAL,1
3,126,0,0.70675427,0.29324576,0.70675427,0.29324573,NORMAL,1
3,125,0,0.70477986,0.29522014,0.70477986,0.29522014,NORMAL,1
3,124,1,0.71000546,0.28999448,0.71000546,0.28999454,NORMAL,1
3,123,1,0.71349,0.28650996,0.71349,0.28651,NORMAL,1
3,122,1,0.715452,0.28454795,0.715452,0.28454798,NORMAL,1
3,121,1,0.7171512,0.2828487,0.7171512,0.28284878,NORMAL,1
3,120,1,0.72177416,0.27822584,0.72177416,0.27822584,NORMAL,1
3,119,1,0.71606076,0.28393927,0.71606076,0.28393924,NORMAL,1
3,118,1,0.72680473,0.2731953,0.72680473,0.27319527,NORMAL,1
3,117,1,0.72907424,0.27092573,0.72907424,0.27092576,NORMAL,1
3,116,1,0.73228717,0.26771283,0.73228717,0.26771283,NORMAL,1
3,115,1,0.72817606,0.27182394,0.72817606,0.27182394,NORMAL,1
3,114,1,0.73272693,0.2672731,0.73272693,0.26727307,NORMAL,1
3,113,1,0.728047,0.27195305,0.728047,0.271953,NORMAL,1
3,112,1,0.72471005,0.27529,0.72471005,0.27528995,NORMAL,1
3,111,1,0.7211549,0.27884507,0.7211549,0.27884507,NORMAL,1
3,110,1,0.7233717,0.2766283,0.7233717,0.27662832,NORMAL,1
3,109,1,0.7232946,0.27670535,0.7232946,0.27670538,NORMAL,1
3,108,1,0.72381365,0.27618638,0.72381365,0.27618635,NORMAL,1
3,107,1,0.72824216,0.27175787,0.72824216,0.27175784,NORMAL,1
3,106,1,0.73327607,0.26672393,0.73327607,0.26672393,NORMAL,1
3,105,1,0.72545743,0.27454263,0.72545743,0.27454257,NORMAL,1
3,104,1,0.7311069,0.26889312,0.7311069,0.26889312,NORMAL,1
3,103,1,0.73117626,0.2688237,0.73117626,0.26882374,NORMAL,1
3,102,1,0.7324665,0.26753348,0.7324665,0.26753348,NORMAL,1
3,101,1,0.73717856,0.26282144,0.73717856,0.26282144,NORMAL,1
3,100,1,0.7359525,0.26404744,0.7359525,0.2640475,NORMAL,1
3,99,1,0.7370959,0.26290408,0.7370959,0.2629041,NORMAL,1
3,98,1,0.7321459,0.26785406,0.7321459,0.2678541,NORMAL,1
3,97,1,0.7405853,0.25941464,0.7405853,0.25941467,NORMAL,1
3,96,1,0.7353231,0.26467693,0.7353231,0.26467693,NORMAL,1
3,95,1,0.73461425,0.26538575,0.73461425,0.26538575,NORMAL,1
3,94,1,0.74034506,0.25965497,0.74034506,0.25965494,NORMAL,1
3,93,1,0.7464306,0.25356942,0.7464306,0.25356942,NORMAL,1
3,92,1,0.7482239,0.25177607,0.7482239,0.2517761,NORMAL,1
3,91,1,0.74895114,0.2510488,0.74895114,0.25104886,NORMAL,1
3,90,1,0.75039166,0.24960834,0.75039166,0.24960834,NORMAL,1
3,89,1,0.74243546,0.25756449,0.74243546,0.25756454,NORMAL,1
3,88,1,0.7332791,0.26672083,0.7332791,0.2667209,NORMAL,1
3,87,1,0.7301784,0.2698216,0.7301784,0.26982158,NORMAL,1
3,86,1,0.73493093,0.26506907,0.73493093,0.26506907,NORMAL,1
3,85,1,0.7275207,0.27247927,0.7275207,0.2724793,NORMAL,1
3,84,1,0.7243221,0.2756779,0.7243221,0.27567792,NORMAL,1
3,83,1,0.73071367,0.2692863,0.73071367,0.26928633,NORMAL,1
3,82,1,0.7184749,0.28152505,0.7184749,0.28152508,NORMAL,1
3,81,1,0.69993347,0.3000666,0.69993347,0.30006653,MONITOR,1
3,80,1,0.6945524,0.30544758,0.6945524,0.30544758,MONITOR,1
3,79,1,0.6952991,0.30470094,0.6952991,0.3047009,MONITOR,1
3,78,1,0.7053164,0.29468364,0.7053164,0.29468358,NORMAL,1
3,77,1,0.70857304,0.291427,0.70857304,0.29142696,NORMAL,1
3,76,1,0.71383244,0.28616756,0.71383244,0.28616756,NORMAL,1
3,75,1,0.71942586,0.28057408,0.71942586,0.28057414,NORMAL,1
3,74,1,0.709235,0.29076502,0.709235,0.290765,NORMAL,1
3,73,1,0.71013814,0.28986183,0.71013814,0.28986186,NORMAL,1
3,72,1,0.7147245,0.28527552,0.7147245,0.28527552,NORMAL,1
3,71,1,0.69379616,0.30620387,0.69379616,0.30620384,MONITOR,1
3,70,1,0.68161076,0.31838924,0.68161076,0.31838924,MONITOR,1
3,69,1,0.6776519,0.32234815,0.6776519,0.32234812,MONITOR,1
3,68,1,0.6598022,0.34019777,0.6598022,0.3401978,MONITOR,1
3,67,1,0.65663433,0.3433657,0.65663433,0.34336567,MONITOR,1
3,66,1,0.65459543,0.34540457,0.65459543,0.34540457,MONITOR,1
3,65,1,0.6485753,0.35142463,0.6485753,0.3514247,MONITOR,1
3,64,1,0.64677536,0.3532246,0.64677536,0.35322464,MONITOR,1
3,63,1,0.64042664,0.35957333,0.64042664,0.35957336,MONITOR,1
3,62,1,0.62972444,0.37027565,0.62972444,0.37027556,MONITOR,1
3,61,1,0.62498915,0.37501085,0.62498915,0.37501085,MONITOR,1
3,60,1,0.61177576,0.38822418,0.61177576,0.38822424,MONITOR,1
3,59,1,0.60397637,0.39602357,0.60397637,0.39602363,MONITOR,1
3,58,1,0.59745103,0.40254894,0.59745103,0.40254897,MONITOR,1
3,57,1,0.5903876,0.40961236,0.5903876,0.40961242,MONITOR,1
3,56,1,0.57539135,0.42460868,0.57539135,0.42460865,MONITOR,1
3,55,1,0.57276046,0.4272395,0.57276046,0.42723954,MONITOR,1
3,54,1,0.5820612,0.4179388,0.5820612,0.41793883,MONITOR,1
3,53,1,0.5700124,0.4299876,0.5700124,0.4299876,MONITOR,1
3,52,1,0.5529192,0.4470808,0.5529192,0.4470808,MONITOR,1
3,51,1,0.54404765,0.45595238,0.54404765,0.45595235,MONITOR,1
3,50,1,0.5347375,0.4652624,0.5347375,0.46526247,MONITOR,1
3,49,1,0.52906233,0.4709377,0.52906233,0.47093767,MONITOR,1
3,48,1,0.5143377,0.48566225,0.5143377,0.48566228,MONITOR,1
3,47,1,0.5032615,0.49673852,0.5032615,0.4967385,MONITOR,1
3,46,1,0.48428163,0.51571834,0.51571834,0.48428166,WARNING,0
3,45,1,0.47114122,0.5288588,0.5288588,0.47114122,WARNING,0
3,44,1,0.4589548,0.5410452,0.5410452,0.4589548,WARNING,0
3,43,1,0.45602617,0.54397386,0.54397386,0.45602614,WARNING,0
3,42,1,0.4396597,0.5603403,0.5603403,0.4396597,WARNING,0
3,41,1,0.44456553,0.5554345,0.5554345,0.44456547,WARNING,0
3,40,1,0.43833926,0.5616607,0.5616607,0.4383393,WARNING,0
3,39,1,0.4210288,0.5789712,0.5789712,0.4210288,WARNING,0
3,38,1,0.40664652,0.59335345,0.59335345,0.40664655,WARNING,0
3,37,1,0.38858935,0.61141056,0.61141056,0.38858944,WARNING,0
3,36,1,0.37090454,0.62909544,0.62909544,0.37090456,WARNING,0
3,35,1,0.37623584,0.6237642,0.6237642,0.37623578,WARNING,0
3,34,1,0.3586812,0.64131886,0.64131886,0.35868114,WARNING,0
3,33,1,0.37139013,0.6286098,0.6286098,0.37139022,WARNING,0
3,32,1,0.36625692,0.63374305,0.63374305,0.36625695,WARNING,0
3,31,1,0.35478565,0.64521444,0.64521444,0.35478556,WARNING,0
3,30,1,0.34629348,0.6537065,0.6537065,0.3462935,WARNING,0
3,29,1,0.3283358,0.67166424,0.67166424,0.32833576,WARNING,0
3,28,1,0.31436962,0.6856303,0.6856303,0.31436968,WARNING,0
3,27,1,0.3059919,0.6940081,0.6940081,0.3059919,WARNING,0
3,26,1,0.29213968,0.7078603,0.7078603,0.2921397,WARNING,0
3,25,1,0.2922095,0.70779043,0.70779043,0.29220957,WARNING,0
3,24,1,0.2790447,0.72095525,0.72095525,0.27904475,WARNING,0
3,23,1,0.28283963,0.7171604,0.7171604,0.2828396,WARNING,0
3,22,1,0.26239383,0.73760617,0.73760617,0.26239383,WARNING,0
3,21,1,0.26527548,0.7347245,0.7347245,0.26527548,WARNING,0
3,20,1,0.25811455,0.7418855,0.7418855,0.25811452,WARNING,0
3,19,1,0.25780994,0.74219006,0.74219006,0.25780994,WARNING,0
3,18,1,0.26377222,0.7362278,0.7362278,0.2637722,WARNING,0
3,17,1,0.2608117,0.73918825,0.73918825,0.26081175,WARNING,0
3,16,1,0.26734576,0.7326542,0.7326542,0.2673458,WARNING,0
3,15,1,0.2636026,0.7363974,0.7363974,0.2636026,WARNING,0
3,14,1,0.26811716,0.7318828,0.7318828,0.2681172,WARNING,0
3,13,1,0.27119794,0.7288021,0.7288021,0.27119792,WARNING,0
3,12,1,0.27451602,0.725484,0.725484,0.274516,WARNING,0
3,11,1,0.28232893,0.7176711,0.7176711,0.2823289,WARNING,0
3,10,1,0.2834515,0.71654844,0.71654844,0.28345156,WARNING,0
3,9,1,0.2872831,0.7127169,0.7127169,0.28728312,WARNING,0
3,8,1,0.2902371,0.7097629,0.7097629,0.29023713,WARNING,0
3,7,1,0.28986183,0.71013814,0.71013814,0.28986186,WARNING,0
3,6,1,0.2877172,0.7122828,0.7122828,0.28771722,WARNING,0
3,5,1,0.29066584,0.7093342,0.7093342,0.2906658,WARNING,0
3,4,1,0.2954568,0.7045432,0.7045432,0.29545683,WARNING,0
3,3,1,0.29691494,0.70308506,0.70308506,0.29691494,WARNING,0
3,2,1,0.29955158,0.70044845,0.70044845,0.29955155,WARNING,0
3,1,1,0.30248845,0.69751155,0.69751155,0.30248845,WARNING,0
3,0,1,0.30579263,0.6942074,0.6942074,0.30579263,WARNING,0
15,156,0,0.68100405,0.31899595,0.68100405,0.31899595,MONITOR,1
15,155,0,0.68132,0.31868,0.68132,0.31868,MONITOR,1
15,154,0,0.68218625,0.3178137,0.68218625,0.31781375,MONITOR,1
15,153,0,0.67976373,0.3202363,0.67976373,0.32023627,MONITOR,1
15,152,0,0.6794799,0.3205201,0.6794799,0.3205201,MONITOR,1
